,0
Annual return,0.047358556118071826
Cumulative returns,0.26890011700086003
Annual volatility,0.21973929903178122
Sharpe ratio,0.32077409275477264
Calmar ratio,0.13760080611664824
Stability,0.6522429422934996
Max drawdown,-0.3441735368753915
Omega ratio,1.0620798801709188
Sortino ratio,0.44761729158542113
Skew,
Kurtosis,
Tail ratio,0.8771254606639591
Daily value at risk,-0.027404840427696434
