,0
Annual return,0.04800803186835245
Cumulative returns,0.27295513533640015
Annual volatility,0.24970717789415833
Sharpe ratio,0.31335544501324053
Calmar ratio,0.12229557487551719
Stability,0.48000425705847394
Max drawdown,-0.3925573915263827
Omega ratio,1.0615664327856116
Sortino ratio,0.4343938213336186
Skew,
Kurtosis,
Tail ratio,0.8952298170371193
Daily value at risk,-0.031149642919430457
