,0
Annual return,0.06513604074340207
Cumulative returns,0.38372300709766827
Annual volatility,0.22630554135986736
Sharpe ratio,0.39278715501971057
Calmar ratio,0.16232496022489065
Stability,0.6444525859267525
Max drawdown,-0.401269408310098
Omega ratio,1.0802312773396117
Sortino ratio,0.543299622277711
Skew,
Kurtosis,
Tail ratio,0.9593819804797826
Daily value at risk,-0.02815908048925664
