,0
Annual return,-0.03625923324623681
Cumulative returns,-0.1731131112180173
Annual volatility,0.40037343303106687
Sharpe ratio,0.10872724217337716
Calmar ratio,-0.052150189913799154
Stability,0.3680771109063809
Max drawdown,-0.6952847785630493
Omega ratio,1.021448318229864
Sortino ratio,0.1560071323262464
Skew,
Kurtosis,
Tail ratio,1.0149807235649648
Daily value at risk,-0.05026956716299825
