,0
Annual return,0.04512698502995516
Cumulative returns,0.255046484549579
Annual volatility,0.24285928639249876
Sharpe ratio,0.3039347654296778
Calmar ratio,0.1031650640725212
Stability,0.3526626384611959
Max drawdown,-0.43742506667017206
Omega ratio,1.0630728556036189
Sortino ratio,0.424374569967057
Skew,
Kurtosis,
Tail ratio,0.9750865273574943
Daily value at risk,-0.030304483826523218
