,0
Annual return,0.025985444255083756
Cumulative returns,0.14114756596912748
Annual volatility,0.20160599925429956
Sharpe ratio,0.2282445062082973
Calmar ratio,0.08074634430451226
Stability,0.6476586357021674
Max drawdown,-0.32181573641386063
Omega ratio,1.0447136686888143
Sortino ratio,0.3163719215854912
Skew,
Kurtosis,
Tail ratio,0.8843454098204216
Daily value at risk,-0.025217367382532427
