,date,account_value
366,2019-06-18,1072091.1830513705
367,2019-06-19,1069545.6682579746
368,2019-06-20,1078587.0999710788
369,2019-06-21,1073583.1281883945
370,2019-06-24,1074659.5554688205
371,2019-06-25,1071429.8745682468
372,2019-06-26,1073471.9777100314
373,2019-06-27,1072208.2021286716
374,2019-06-28,1080875.409468912
375,2019-07-01,1077675.1004021396
376,2019-07-02,1082633.2142021884
377,2019-07-03,1090062.749640726
378,2019-07-05,1090116.0900070895
379,2019-07-08,1085568.5074951877
380,2019-07-09,1088925.4412071933
381,2019-07-10,1090349.674048685
382,2019-07-11,1099964.859065317
383,2019-07-12,1108639.7610237827
384,2019-07-15,1106116.448722147
385,2019-07-16,1108503.3521187534
386,2019-07-17,1108514.6529495944
387,2019-07-18,1110734.531016611
388,2019-07-19,1115973.4855377902
389,2019-07-22,1116006.7662766208
390,2019-07-23,1120601.171679758
391,2019-07-24,1113957.9725945224
392,2019-07-25,1102847.3067620029
393,2019-07-26,1106216.9360153903
394,2019-07-29,1100254.1704132785
395,2019-07-30,1100419.5141289462
396,2019-07-31,1088230.1440003146
397,2019-08-01,1077246.0679657687
398,2019-08-02,1081162.9692414035
399,2019-08-05,1049951.635665201
400,2019-08-06,1062315.36092519
401,2019-08-07,1065662.6264777107
402,2019-08-08,1080108.0552776451
403,2019-08-09,1083072.981577694
404,2019-08-12,1064273.6789730187
405,2019-08-13,1075514.7520359154
406,2019-08-14,1042320.6155307884
407,2019-08-15,1050635.9584987755
408,2019-08-16,1060949.1921413536
409,2019-08-19,1069987.259108364
410,2019-08-20,1063369.8064106102
411,2019-08-21,1075721.5623043175
412,2019-08-22,1085914.6804073448
413,2019-08-23,1065466.8993671532
414,2019-08-26,1077216.1810711022
415,2019-08-27,1070919.126272976
416,2019-08-28,1081530.3689678307
417,2019-08-29,1095086.5476406212
418,2019-08-30,1095672.2939098473
419,2019-09-03,1080697.8288105126
420,2019-09-04,1091693.8714359398
421,2019-09-05,1106791.779761135
422,2019-09-06,1111095.6220996247
423,2019-09-09,1110371.4712092744
424,2019-09-10,1109268.3605182038
425,2019-09-11,1121299.2419497834
426,2019-09-12,1119713.462382065
427,2019-09-13,1121688.8354174958
428,2019-09-16,1112743.1202151643
429,2019-09-17,1118498.6576831208
430,2019-09-18,1121215.2453868256
431,2019-09-19,1119224.2051265107
432,2019-09-20,1111509.5349070893
433,2019-09-23,1112511.351870285
434,2019-09-24,1110586.4714343415
435,2019-09-25,1118961.6845347749
436,2019-09-26,1117401.2703616486
437,2019-09-27,1115480.6602961884
438,2019-09-30,1116155.3411395417
439,2019-10-01,1097660.6817036057
440,2019-10-02,1076309.224707159
441,2019-10-03,1086529.7402863826
442,2019-10-04,1099579.7530160274
443,2019-10-07,1098247.4629083003
444,2019-10-08,1086532.1142907466
445,2019-10-09,1092512.1481499996
446,2019-10-10,1092574.07997373
447,2019-10-11,1099715.3140359249
448,2019-10-14,1097835.347036871
449,2019-10-15,1100449.225046667
450,2019-10-16,1102809.5321221675
451,2019-10-17,1096849.9115739192
452,2019-10-18,1078791.9593415584
453,2019-10-21,1074791.6831727352
454,2019-10-22,1060571.9152589168
455,2019-10-23,1063924.356787237
456,2019-10-24,1063991.5672898616
457,2019-10-25,1064089.938566717
458,2019-10-28,1064946.2766442623
459,2019-10-29,1070279.5120454158
460,2019-10-30,1074225.653360876
461,2019-10-31,1065279.452402624
462,2019-11-01,1075233.2815194454
463,2019-11-04,1076713.9340157832
464,2019-11-05,1087509.6142030086
465,2019-11-06,1086251.1968140926
466,2019-11-07,1092308.1573510494
467,2019-11-08,1090046.782469305
468,2019-11-11,1100872.0179238643
469,2019-11-12,1099936.0868363704
470,2019-11-13,1100641.2251839961
471,2019-11-14,1101224.9614816036
472,2019-11-15,1106479.1301522579
473,2019-11-18,1105884.5255837764
474,2019-11-19,1104750.2341180171
475,2019-11-20,1104952.7962441768
476,2019-11-21,1097339.1725297298
477,2019-11-22,1104198.3813119258
478,2019-11-25,1107692.6877541866
479,2019-11-26,1110789.057909521
480,2019-11-27,1112085.079355749
481,2019-11-29,1109090.070711645
482,2019-12-02,1096270.0418343868
483,2019-12-03,1085236.0050301875
484,2019-12-04,1087973.8367867793
485,2019-12-05,1087379.390635046
486,2019-12-06,1101986.1179681148
487,2019-12-09,1097518.0639977779
488,2019-12-10,1094817.1682992305
489,2019-12-11,1094643.1076608028
490,2019-12-12,1102823.2452416744
491,2019-12-13,1099056.9829202022
492,2019-12-16,1092713.6438393916
493,2019-12-17,1092096.8214364375
494,2019-12-18,1092450.6914315547
495,2019-12-19,1098354.0078454341
496,2019-12-20,1095912.8993478145
497,2019-12-23,1101416.936487707
498,2019-12-24,1099128.7640633907
499,2019-12-26,1101276.362925085
500,2019-12-27,1103415.6045098628
501,2019-12-30,1095474.0982995357
502,2019-12-31,1097678.6313772602
503,2020-01-02,1115463.7417368335
504,2020-01-03,1108863.4009394092
505,2020-01-06,1114598.5079645556
506,2020-01-07,1115281.5024973392
507,2020-01-08,1116300.4172619458
508,2020-01-09,1126776.1487713184
509,2020-01-10,1118137.1870594502
510,2020-01-13,1121170.9942362271
511,2020-01-14,1126585.9612460956
512,2020-01-15,1128885.4915301877
513,2020-01-16,1137172.2214964237
514,2020-01-17,1136541.9973988514
515,2020-01-21,1125083.3614893437
516,2020-01-22,1124599.9705581455
517,2020-01-23,1130152.0474108257
518,2020-01-24,1122201.3072721576
519,2020-01-27,1107770.9029243488
520,2020-01-28,1115868.3118598957
521,2020-01-29,1123506.0206793728
522,2020-01-30,1132502.3649944554
523,2020-01-31,1112857.1021223431
524,2020-02-03,1117466.8506422406
525,2020-02-04,1126510.691905058
526,2020-02-05,1142164.2242420253
527,2020-02-06,1148436.5251758632
528,2020-02-07,1138800.102003866
529,2020-02-10,1150351.0663036862
530,2020-02-11,1151684.9547430326
531,2020-02-12,1162685.8863161944
532,2020-02-13,1158086.018258543
533,2020-02-14,1154310.3423749486
534,2020-02-18,1147239.7596807347
535,2020-02-19,1151314.6922844371
536,2020-02-20,1145068.6701128636
537,2020-02-21,1136334.6242983455
538,2020-02-24,1104401.0238192196
539,2020-02-25,1070956.3301241512
540,2020-02-26,1066184.9300463314
541,2020-02-27,1017920.0610582943
542,2020-02-28,991829.4828934936
543,2020-03-02,1038544.3595801926
544,2020-03-03,1009805.2142366619
545,2020-03-04,1041714.6031106472
546,2020-03-05,992846.235396719
547,2020-03-06,986247.7325433254
548,2020-03-09,899772.2195657253
549,2020-03-10,948217.8636620998
550,2020-03-11,872337.645148611
551,2020-03-12,774975.7653115749
552,2020-03-13,848867.0754083156
