,0
Annual return,0.01564260275440188
Cumulative returns,0.08316417002084187
Annual volatility,0.2550307173992622
Sharpe ratio,0.18872927541353296
Calmar ratio,0.03711904949772896
Stability,0.11197755134004458
Max drawdown,-0.4214171150950116
Omega ratio,1.0367674466861547
Sortino ratio,0.26354049149208314
Skew,
Kurtosis,
Tail ratio,0.9656493160869029
Daily value at risk,-0.03193985117677435
