,0
Annual return,0.0331970429923214
Cumulative returns,0.18303670708680753
Annual volatility,0.1915452124235928
Sharpe ratio,0.2665703059446696
Calmar ratio,0.10501988169132975
Stability,0.7618563520493618
Max drawdown,-0.316102460388337
Omega ratio,1.0523739182018574
Sortino ratio,0.369617861604431
Skew,
Kurtosis,
Tail ratio,0.8413390968660994
Daily value at risk,-0.02392980832101746
