,0
Annual return,0.06382625164732514
Cumulative returns,0.3749877115746669
Annual volatility,0.22952551257213047
Sharpe ratio,0.38480359523539504
Calmar ratio,0.18218899235120262
Stability,0.7061998727124482
Max drawdown,-0.3503299009650833
Omega ratio,1.076489494520089
Sortino ratio,0.5374724918939665
Skew,
Kurtosis,
Tail ratio,0.9023457411540111
Daily value at risk,-0.02856701137813426
