,0
Annual return,0.10144581887680704
Cumulative returns,0.6442844430134458
Annual volatility,0.2809275179363179
Sharpe ratio,0.48551891223937566
Calmar ratio,0.2222435291478328
Stability,0.7065397539622069
Max drawdown,-0.45646241879702565
Omega ratio,1.096016363284231
Sortino ratio,0.6770977353740852
Skew,
Kurtosis,
Tail ratio,1.0065300226991765
Daily value at risk,-0.03485228795159946
