,0
Annual return,0.061415324197586774
Cumulative returns,0.3590248396618727
Annual volatility,0.25673526132574886
Sharpe ratio,0.361279280933723
Calmar ratio,0.13493030969952072
Stability,0.4811396655109992
Max drawdown,-0.455163293809626
Omega ratio,1.07346223005638
Sortino ratio,0.5067558236326958
Skew,
Kurtosis,
Tail ratio,0.9884276780802211
Daily value at risk,-0.031977534604711214
