,0
Annual return,0.09511262690366595
Cumulative returns,0.596200654404172
Annual volatility,0.20515677690673534
Sharpe ratio,0.5463436284129408
Calmar ratio,0.3000762063706371
Stability,0.872867266386912
Max drawdown,-0.3169615747080868
Omega ratio,1.1152529029989156
Sortino ratio,0.7608444860711102
Skew,
Kurtosis,
Tail ratio,0.8950291779108145
Daily value at risk,-0.025402538253208887
