,0
Annual return,0.0916339197505951
Cumulative returns,0.5702752401721993
Annual volatility,0.19952467013850309
Sharpe ratio,0.5399354236487244
Calmar ratio,0.3130053410227754
Stability,0.8587402718556758
Max drawdown,-0.2927551314337716
Omega ratio,1.1124058315698098
Sortino ratio,0.7541885980125924
Skew,
Kurtosis,
Tail ratio,0.8502469459787583
Daily value at risk,-0.024710243865097178
