,0
Annual return,0.08434114686802485
Cumulative returns,0.5170257160447229
Annual volatility,0.20598082594845918
Sharpe ratio,0.4965332763461562
Calmar ratio,0.24593454398090928
Stability,0.8157059407832887
Max drawdown,-0.34294144085172457
Omega ratio,1.1025768439459116
Sortino ratio,0.6993631658084308
Skew,
Kurtosis,
Tail ratio,0.9098129729998585
Daily value at risk,-0.0255452863068054
