,0
Annual return,0.0740533548844502
Cumulative returns,0.44439063392308875
Annual volatility,0.22136801676714915
Sharpe ratio,0.43413150830719105
Calmar ratio,0.1922648892988741
Stability,0.7259184575284576
Max drawdown,-0.3851631733412069
Omega ratio,1.0900162060618988
Sortino ratio,0.6031572158763141
Skew,
Kurtosis,
Tail ratio,0.928700507124029
Daily value at risk,-0.02750838815898152
