,0
Annual return,0.07576915252650163
Cumulative returns,0.4563058751285458
Annual volatility,0.21341593532734254
Sharpe ratio,0.44970446815307036
Calmar ratio,0.21175396336244667
Stability,0.7726301968096951
Max drawdown,-0.35781692735928666
Omega ratio,1.0926342282823815
Sortino ratio,0.6222633281618523
Skew,
Kurtosis,
Tail ratio,0.89014785828715
Daily value at risk,-0.0265070309073053
