,0
Annual return,0.07221991893270263
Cumulative returns,0.4317453993149569
Annual volatility,0.2217231040157702
Sharpe ratio,0.4262286029134918
Calmar ratio,0.19203496347654903
Stability,0.7379441974418769
Max drawdown,-0.3760769269577412
Omega ratio,1.088741322547129
Sortino ratio,0.5888150770929287
Skew,
Kurtosis,
Tail ratio,0.9119287347827683
Daily value at risk,-0.027559466622452896
