,0
Annual return,0.11434612516124631
Cumulative returns,0.7458393671673234
Annual volatility,0.20348258113989678
Sharpe ratio,0.6343347364970455
Calmar ratio,0.3834256438950057
Stability,0.9088899627725794
Max drawdown,-0.2982224245610394
Omega ratio,1.131497326612933
Sortino ratio,0.9014789230164469
Skew,
Kurtosis,
Tail ratio,0.8336340068487966
Daily value at risk,-0.025124188890742662
