,0
Annual return,0.09519406982676215
Cumulative returns,0.5968117208735668
Annual volatility,0.21147988550505312
Sharpe ratio,0.5362363262550379
Calmar ratio,0.29470930977092413
Stability,0.8780569331911455
Max drawdown,-0.32301005319701626
Omega ratio,1.1084695226529202
Sortino ratio,0.7583340935818086
Skew,
Kurtosis,
Tail ratio,0.8734444765830178
Daily value at risk,-0.0261939484729577
