,0
Annual return,0.08322930150047458
Cumulative returns,0.5090368060048687
Annual volatility,0.23600283236714145
Sharpe ratio,0.45747967302553
Calmar ratio,0.2003857030362322
Stability,0.7393198184150853
Max drawdown,-0.41534550738595205
Omega ratio,1.0946635930270676
Sortino ratio,0.6388838273759126
Skew,
Kurtosis,
Tail ratio,0.9169015525501447
Daily value at risk,-0.029305123568331096
